,ss_id,init_time,step,generation,pv_datetime,pv_hour,hour,lat,long,tilt,orientation,dlwrf,dswrf,duvrs,hcc,lcc,mcc,sde,sr,t2m,tcc,u10,u100,v10,v100
48,8558,2019-10-27 12:00:00,0 days 06:00:00,0.0,2019-10-27 06:00:00,6,1,56.0,-2.52,45.0,165.0,5933832.0,3159022.2,310278.56,0.0,0.16369629,0.15823364,0.0,8295613.5,281.30347,0.21487427,6.06845,9.279175,-0.51782703,-1.2665644
49,8558,2019-10-27 12:00:00,0 days 07:00:00,0.0,2019-10-27 07:00:00,7,2,56.0,-2.52,45.0,165.0,6908703.0,3159022.2,310278.56,0.0,0.04550171,0.037384033,0.0,8295613.5,280.79688,0.058410645,5.876398,8.884354,-0.6993723,-1.5251284
50,8558,2019-10-27 12:00:00,0 days 08:00:00,35.711761474609375,2019-10-27 08:00:00,8,3,56.0,-2.52,45.0,165.0,7847172.0,3159022.2,310278.56,0.0,0.043762207,0.007080078,0.0,8295613.5,280.07593,0.046661377,5.742035,8.706818,-0.38403606,-1.1172171
51,8558,2019-10-27 12:00:00,0 days 09:00:00,89.60267639160156,2019-10-27 09:00:00,9,4,56.0,-2.52,45.0,165.0,8769888.0,3159022.2,310278.56,0.0,0.011993408,0.0028381348,0.0,8295572.5,279.4856,0.014129639,5.234848,7.9356384,-0.4706545,-1.3514357
52,8558,2019-10-27 12:00:00,0 days 10:00:00,1208.4959716796875,2019-10-27 10:00:00,10,5,56.0,-2.52,45.0,165.0,9680254.0,3159022.2,310278.56,0.0,0.04901123,0.08041382,0.0,8295572.5,279.0193,0.092559814,4.657013,6.968155,-0.94113636,-2.0763245
53,8558,2019-10-27 12:00:00,0 days 11:00:00,1388.592041015625,2019-10-27 11:00:00,11,6,56.0,-2.52,45.0,165.0,10596325.0,3159022.2,310278.56,0.0,0.03250122,0.07977295,0.0,8295572.5,278.66968,0.084625244,4.393097,6.4900208,-1.1061316,-2.3306065
54,8558,2019-10-27 12:00:00,0 days 12:00:00,1406.364013671875,2019-10-27 12:00:00,12,7,56.0,-2.52,45.0,165.0,11505752.0,3159022.2,310278.56,0.0,0.01574707,0.0014648438,0.0,8295572.5,278.3789,0.016967773,4.0871277,5.966278,-1.3819008,-2.721445
55,8558,2019-10-28 00:00:00,0 days 13:00:00,1302.5999755859375,2019-10-27 13:00:00,13,8,56.0,-2.52,45.0,165.0,11794292.0,4621256.5,449460.94,0.0,0.20117188,0.05908203,0.0,12418304.0,280.36768,0.20700073,4.0021973,4.849594,-1.1533785,-1.5266266
56,8558,2019-10-28 00:00:00,0 days 14:00:00,985.2647705078125,2019-10-27 14:00:00,14,9,56.0,-2.52,45.0,165.0,12751984.0,5535193.5,540662.44,0.0,0.83807373,0.105163574,0.0,14560530.0,280.86865,0.8399048,2.6505585,3.326004,-2.8296347,-3.5799828
57,8558,2019-10-28 00:00:00,0 days 15:00:00,129.97799682617188,2019-10-27 15:00:00,15,10,56.0,-2.52,45.0,165.0,13856861.0,5937006.0,587192.1,0.0,0.5199585,0.120513916,0.0,15173120.0,281.0952,0.5262451,1.4473877,1.9741516,-2.9679842,-3.8450842
58,8558,2019-10-28 00:00:00,0 days 16:00:00,18.768360137939453,2019-10-27 16:00:00,16,11,56.0,-2.52,45.0,165.0,14943419.0,6149794.0,610988.3,0.0,0.57650757,0.1618042,0.0,15725320.0,280.89258,0.58380127,0.20097351,0.21026611,-2.974886,-4.406664
59,8558,2019-10-28 00:00:00,0 days 17:00:00,0.0,2019-10-27 17:00:00,17,12,56.0,-2.52,45.0,165.0,16008824.0,6175076.5,614130.1,0.0,0.4472046,0.49298096,0.0,15852808.0,280.69067,0.59310913,0.123062134,-0.090911865,-3.8891478,-5.7012978
60,8558,2019-10-28 00:00:00,0 days 18:00:00,0.0,2019-10-27 18:00:00,18,13,56.0,-2.52,45.0,165.0,17058932.0,6175028.0,614133.56,0.0,0.2625122,0.19567871,0.0,15852808.0,280.59106,0.3630066,0.08834839,-0.0079193115,-5.7606144,-8.070693
61,8558,2019-10-28 00:00:00,0 days 19:00:00,0.0,2019-10-27 19:00:00,19,14,56.0,-2.52,45.0,165.0,18113160.0,6175028.0,614133.56,0.0,0.6510925,0.05630493,0.0,15852808.0,280.2959,0.652771,-0.6373596,-1.0575409,-5.798025,-7.93769
62,8558,2019-10-28 00:00:00,0 days 20:00:00,0.0,2019-10-27 20:00:00,20,15,56.0,-2.52,45.0,165.0,19140976.0,6175028.0,614133.56,0.0,0.36727905,0.32699585,0.0,15852808.0,279.67603,0.57577515,-1.1610718,-1.7469635,-5.398098,-7.5189753
63,8558,2019-10-28 00:00:00,0 days 21:00:00,0.0,2019-10-27 21:00:00,21,16,56.0,-2.52,45.0,165.0,20171952.0,6175199.5,614133.56,0.0,0.7644043,0.413208,0.0,15852544.0,279.6433,0.7979126,-1.1676788,-1.7447052,-5.380924,-7.4933977
64,8558,2019-10-28 00:00:00,0 days 22:00:00,0.0,2019-10-27 22:00:00,22,17,56.0,-2.52,45.0,165.0,21236512.0,6175199.5,614144.0,0.0,0.90200806,0.43823242,0.0,15852544.0,279.77954,0.9286804,-1.5142517,-2.2021332,-5.338233,-7.4065237
65,8558,2019-10-28 00:00:00,0 days 23:00:00,0.0,2019-10-27 23:00:00,23,18,56.0,-2.52,45.0,165.0,22314128.0,6175199.5,614144.0,0.0,0.3567505,0.47128296,0.0,15852544.0,279.94946,0.5772095,-2.147583,-3.056961,-5.167143,-7.150449
66,8558,2019-10-28 00:00:00,0 days 00:00:00,0.0,2019-10-28 00:00:00,0,19,56.0,-2.52,45.0,165.0,0.0,0.0,0.0,0.0,0.06524658,0.017028809,0.0,0.0,278.47925,0.06713867,4.3922424,6.5217896,-0.8101759,-1.952136
67,8558,2019-10-28 12:00:00,0 days 02:00:00,0.0,2019-10-28 02:00:00,2,20,56.0,-2.52,45.0,165.0,1972552.0,1740119.1,180534.6,0.0,0.29776,0.12307739,0.0,3607808.0,280.88867,0.31054688,3.1637878,3.918579,-1.9808168,-2.4725704
68,8558,2019-10-28 12:00:00,0 days 03:00:00,0.0,2019-10-28 03:00:00,3,21,56.0,-2.52,45.0,165.0,2963342.0,2328883.0,241704.88,0.0,0.66174316,0.11212158,0.0,5181952.0,280.9973,0.6669922,1.9950867,2.5714722,-2.432887,-3.1931953
69,8558,2019-10-28 12:00:00,0 days 04:00:00,0.0,2019-10-28 04:00:00,4,22,56.0,-2.52,45.0,165.0,4002436.0,2577248.0,266220.7,0.0,0.6359863,0.252594,0.0,5974784.0,280.75244,0.6470642,0.6538696,1.0920105,-2.3093786,-3.5571375
70,8558,2019-10-28 12:00:00,0 days 05:00:00,0.0,2019-10-28 05:00:00,5,23,56.0,-2.52,45.0,165.0,5105806.0,2600091.5,269138.56,0.0,0.4404602,0.44979858,0.0,6074880.0,280.87402,0.5319214,-0.20695496,-0.5091858,-3.7411947,-5.4574623
71,8558,2019-10-28 12:00:00,0 days 06:00:00,0.0,2019-10-28 06:00:00,6,24,56.0,-2.52,45.0,165.0,6183062.0,2600091.5,269138.56,0.0,0.5050659,0.33480835,0.0,6074880.0,280.7793,0.5492948,-0.46972656,-0.74464417,-5.4216366,-7.600562
72,8558,2019-10-28 12:00:00,0 days 07:00:00,0.0,2019-10-28 07:00:00,7,25,56.0,-2.52,45.0,165.0,7256955.0,2600091.5,269138.56,0.0,0.4147339,0.27020264,0.0,6074880.0,280.35205,0.49273682,-0.62145996,-0.9180908,-5.3660154,-7.4104004
73,8558,2019-10-28 12:00:00,0 days 08:00:00,33.729000091552734,2019-10-28 08:00:00,8,26,56.0,-2.52,45.0,165.0,8304513.0,2600091.5,269138.56,0.0,0.46081543,0.17260742,0.0,6075136.0,279.9541,0.49169922,-0.71984863,-1.1520996,-5.563772,-7.710657
74,8558,2019-10-28 12:00:00,0 days 09:00:00,123.34439849853516,2019-10-28 09:00:00,9,27,56.0,-2.52,45.0,165.0,9327424.0,2600091.5,269138.56,0.0,0.5147705,0.23052979,0.0,6075136.0,279.7556,0.5484009,-0.85983276,-1.3390198,-5.160383,-7.2587976
75,8558,2019-10-28 12:00:00,0 days 10:00:00,526.6751708984375,2019-10-28 10:00:00,10,28,56.0,-2.52,45.0,165.0,10378411.0,2600091.5,269138.56,0.0,0.6791687,0.39465332,0.0,6075136.0,279.63306,0.80322206,-1.0726166,-1.5595245,-5.166033,-7.246545
76,8558,2019-10-28 12:00:00,0 days 11:00:00,462.4931945800781,2019-10-28 11:00:00,11,29,56.0,-2.52,45.0,165.0,11458027.0,2600091.5,269138.56,0.0,0.64227295,0.40628052,0.0,6075136.0,279.8452,0.7925116,-1.792633,-2.5111237,-5.1807117,-7.186404
77,8558,2019-10-28 12:00:00,0 days 12:00:00,443.64959716796875,2019-10-28 12:00:00,12,30,56.0,-2.52,45.0,165.0,12543252.0,2600091.5,269138.56,0.0,0.84017944,0.49346924,0.0,6075136.0,280.00586,0.8985901,-1.9492645,-2.7999268,-5.3062687,-7.311902
78,8558,2019-10-29 00:00:00,0 days 13:00:00,361.46759033203125,2019-10-28 13:00:00,13,31,56.0,-2.52,45.0,165.0,13960011.0,3357087.5,357091.8,0.0,0.3874817,0.12307739,0.0,7025920.0,282.38525,0.39813232,-4.280472,-5.454712,-1.0498905,-1.2978878
